Feature ID	Taxon	Confidence
105bda2e71cd8e43e4b54c020f40a8df	Bacteria	0.9976605931111477
d98906bb5f7e6319c1aee0f2abbea29f	Bacteria	0.9827527859193796
967c64be942f74e6bec06573de26aa85	Bacteria	0.9910773306527197
82db1ede34f0961cefb5b6229109a3fc	Bacteria (environmental samples)	0.9968679147073015
d09aceb8eb65e4b937de278989468b50	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9338879982947689
250fbf7a0d093ffce59bb318fcc5b2b3	Bacteria (environmental samples)	0.9999709902024936
f3843e7ffe31b6bce9088beb145306d7	Bacteria (environmental samples)	0.9999999033753728
f93e2a53bd2a23453c077a218a214741	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	0.9999510813013376
8ba5029c726597d2e43eaf2984337335	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	0.9995715619102776
a7c507a59b9e2bfedc9dd4ccaa33277e	Bacteria (environmental samples)	0.9996978140406155
f69365c735bf838e4fb46ce830891f1e	Bacteria	0.9999858017947482
0d0151263cf3828e6310f8cdd8f772b9	Bacteria (environmental samples)	0.99997993769372
064163b671ee51233305783bed12b885	Bacteria (environmental samples)	0.9999928962247614
be81d502ebe27c1b6043acf2b5fd37b1	Bacteria	0.9579343631668236
c1b7f13868429b733c34520106afc911	Bacteria (environmental samples)	0.999980580631055
28d03e61db0652b01f09c56c816c9fe1	Bacteria	0.990189062310774
8e4184d6d45b83f536d4919396db8624	Bacteria	0.9981399735187414
4793de63ad20248978effcad64baa4df	Bacteria (environmental samples)	0.9996129356035037
669a359c8b2a3d09ff980ebf3d8f8c95	Bacteria (environmental samples)	0.999007183456972
a4d9adf48d6f949e17ad2672227a13a0	Bacteria	0.995068661067576
8694d39e92959977a418a79dc62f54c1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	0.9999999999467661
2eb95750b900292e5b4ef6e4a09b88f5	Bacteria	0.9771242605113791
9709afda8639dc367c2d5507c963b3c9	Bacteria (environmental samples)	0.9966828284222624
e5a5895f0f9d305bc3b7483117f72324	Bacteria	0.9923277230446043
759ccfab9019768f98b62bc0599025c7	Bacteria	0.9930825234380805
4def584b348facf700f981ed05ec11a8	Bacteria (environmental samples)	0.9997759404347728
48be3bf9757215f0eb9c37d9f06111fd	Bacteria	0.9996335893566479
7c5d6376f195a7adc6355d868994aed0	Bacteria (environmental samples)	0.9999988902481978
b7e800f4909e89fc78a48ea70231f63a	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.975447660746183
efceaa2c0f5abcac2dfde7061f00fdf5	Bacteria	0.9906930380314273
bfe08d16683f298f9189033c63db65a4	Bacteria (environmental samples)	0.9999670626367462
00da29f9236a07405cb4858f0c08c9ae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	0.9999808780604167
623cab9f4fe3cf56236e5dd3251ddf1e	Bacteria	0.728475834501656
a2fefabae45d6059724ce0f9804da11c	Bacteria (environmental samples)	0.9986857306787001
27bcdecab6e6dca38b8c4361ed8704fb	Bacteria	0.9999845774423974
19147f0a6dd835a759e9571e036135bf	Bacteria (environmental samples)	0.997476010479838
ed9be344138302f84ef875c694bec70d	Bacteria	0.9965776983986385
f7ff5da0c6936dcff745ab553f74af3d	Bacteria	0.9476831486344431
1fc0c45a97427a4330fca8fee62ad22d	Bacteria (environmental samples)	0.9999992811490043
